Recognised Vehicle Name,Brand,Model,Year,Category,Engine,Transmission,Mileage km per full tank,Hybrid,Fuel Type,Oil Consumption Km per L,Boot Space L,Airbags,Seating Capacity,Fuel Tank Capacity L,Common Errors,Similar Vehicles,Market Price LKR
Nissan Leaf 2023,Nissan,Leaf,2023,Pickup,2.4L I4,Automatic,471,No,Petrol,16.9,289,10,6,40,AC compressor failure; Turbocharger lag; Brake pad wear prematurely; Timing chain stretch; Airbag sensor warning,BMW X3; Land Rover Range Rover Sport; Audi A6,7437240.00
Porsche Panamera 2024,Porsche,Panamera,2024,Hatchback,1.6L I4,8-Speed Automatic,831,No,Petrol,8.7,797,8,8,80,Airbag sensor warning; Turbocharger lag; Starter motor issues; Transmission jerking; Brake pad wear prematurely,Volvo V60; Honda HR-V; Volvo XC90,14935320.00
Toyota Land Cruiser 2024,Toyota,Land Cruiser,2024,SUV,2.5L I4,CVT,815,No,Petrol,17.3,635,8,4,80,Hybrid battery cell imbalance; Head gasket issue; Alternator failure; Turbocharger lag; Suspension noise,Audi A4; Toyota Corolla Cross; BMW i4,10218600.00
Volvo XC60 2010,Volvo,XC60,2010,Hatchback,5.0L V8,8-Speed Automatic,796,No,Petrol,17.9,703,10,2,60,Infotainment touchscreen lag; Exhaust manifold crack; AC compressor failure; Coolant leak; Suspension noise,Nissan Altima; Volvo S60; Mitsubishi Lancer,3152520.00
Porsche 911 2011,Porsche,911,2011,Sports,3.0L V6,Automatic,841,No,Petrol,10.1,582,2,8,65,Head gasket issue; Coolant leak; AC compressor failure; Window regulator failure; Exhaust manifold crack,Kia Seltos; BMW 7 Series; Nissan Navara,3211920.00
Porsche 911 2007,Porsche,911,2007,Crossover,1.6L I4,8-Speed Automatic,557,No,Diesel,11.5,449,8,2,90,Oil leak from valve cover; Head gasket issue; Infotainment touchscreen lag; Alternator failure; Exhaust manifold crack,Hyundai Tucson; Kia Carnival; Ford EcoSport,360000.00
Chevrolet Malibu 2022,Chevrolet,Malibu,2022,Convertible,Electric Motor (single),Automatic,475,No,Diesel,,708,4,6,,Hybrid battery cell imbalance; Starter motor issues; Window regulator failure; Turbocharger lag; Brake pad wear prematurely,Subaru WRX; Porsche Taycan; Jeep Grand Cherokee,6842520.00
Porsche Cayman 2006,Porsche,Cayman,2006,Sedan,3.5L V6,Automatic,760,Yes,Petrol,11.2,640,2,5,60,Window regulator failure; Timing chain stretch; Turbocharger lag; Infotainment touchscreen lag; Hybrid battery cell imbalance,Mazda 3; Audi Q7; Mitsubishi ASX,2437560.00
Porsche Cayman 2011,Porsche,Cayman,2011,Hatchback,3.5L V6,Manual,594,No,Petrol,14.8,243,4,7,55,Power steering leak; Airbag sensor warning; Suspension noise; Window regulator failure; AC compressor failure,Land Rover Range Rover; Mazda 3; Jeep Cherokee,1411560.00
Toyota Land Cruiser 2009,Toyota,Land Cruiser,2009,SUV,1.8L I4,8-Speed Automatic,593,No,Petrol,16.2,622,2,2,45,Airbag sensor warning; Window regulator failure; Infotainment touchscreen lag; Brake pad wear prematurely; Coolant leak,Kia Rio; Jeep Compass; Volkswagen Arteon,1627200.00
Ford Focus 2003,Ford,Focus,2003,Sports,1.2L I4,Automatic,679,Yes,Petrol,10.1,470,4,6,70,Brake pad wear prematurely; DPF clogging (diesel); Starter motor issues; Head gasket issue; Alternator failure,Volkswagen Touareg; Hyundai Elantra; Volvo XC60,360000.00
Nissan Rogue 2018,Nissan,Rogue,2018,Sedan,3.0L V6,Automatic,694,No,Diesel,12.2,611,6,8,90,AC compressor failure; Exhaust manifold crack; Suspension noise; Coolant leak; Fuel injector clogging,Porsche Taycan; Volvo XC60; Hyundai Elantra,3974760.00
Kia Stinger 2003,Kia,Stinger,2003,Sports,2.2L I4 Turbo,CVT,783,No,Petrol,12.9,664,6,4,40,DPF clogging (diesel); Coolant leak; Exhaust manifold crack; Alternator failure; Head gasket issue,Mazda CX-30; Volkswagen ID.4; Toyota Corolla Cross,1765800.00
Volvo C40 2016,Volvo,C40,2016,Crossover,1.4L I4,8-Speed Automatic,505,No,Petrol,15.5,724,4,8,55,Brake pad wear prematurely; Hybrid battery cell imbalance; Transmission jerking; Power steering leak; Window regulator failure,Volkswagen Polo; Honda Insight; Audi Q3,3072960.00
Toyota Corolla 2019,Toyota,Corolla,2019,Sedan,1.5L I4,CVT,662,No,Diesel,17.7,390,10,4,70,Starter motor issues; Battery degradation; Fuel injector clogging; Suspension noise; Oil leak from valve cover,Honda Accord; Mercedes-Benz GLS; Audi Q5,3446640.00
Honda Civic 2023,Honda,Civic,2023,Crossover,3.5L V6,Dual-Clutch (DCT),468,Yes,Diesel,8.7,257,8,8,90,Fuel injector clogging; Alternator failure; Brake pad wear prematurely; Suspension noise; Airbag sensor warning,Audi e-tron; Honda HR-V; Ford EcoSport,6877080.00
Jaguar F-Pace 2019,Jaguar,F-Pace,2019,SUV,2.5L I4,Manual,473,No,Petrol,12.7,771,8,4,70,Fuel injector clogging; Exhaust manifold crack; DPF clogging (diesel); Brake pad wear prematurely; Suspension noise,Mazda 2; Honda HR-V; Porsche 911,6829200.00
Hyundai Ioniq 2004,Hyundai,Ioniq,2004,Sedan,1.8L I4,CVT,535,No,Petrol,14.7,376,8,2,45,Coolant leak; Oil leak from valve cover; Exhaust manifold crack; Brake pad wear prematurely; Transmission jerking,Jaguar F-Pace; Land Rover Defender; Nissan Leaf,704520.00
Subaru WRX 2001,Subaru,WRX,2001,SUV,Electric Dual Motor,Manual,504,No,Diesel,,373,2,4,,Oil leak from valve cover; Airbag sensor warning; Infotainment touchscreen lag; Timing chain stretch; Hybrid battery cell imbalance,Land Rover Range Rover; Chevrolet Camaro; Honda Civic,1855800.00
Porsche Panamera 2006,Porsche,Panamera,2006,Sedan,5.0L V8,8-Speed Automatic,405,No,Petrol,11.1,261,2,6,55,Starter motor issues; Infotainment touchscreen lag; AC compressor failure; Coolant leak; Window regulator failure,Volvo XC90; Honda Pilot; BMW 5 Series,655920.00
Ford Edge 2005,Ford,Edge,2005,Hatchback,1.8L I4,Manual,504,No,Petrol,8.4,721,8,2,70,Power steering leak; Starter motor issues; Suspension noise; Alternator failure; AC compressor failure,Volkswagen Passat; Kia Seltos; Hyundai Tucson,2000160.00
Mazda MX-5 2015,Mazda,MX-5,2015,SUV,1.5L I4,8-Speed Automatic,680,No,Electric,12.7,206,8,5,60,Timing chain stretch; DPF clogging (diesel); Oil leak from valve cover; Starter motor issues; Airbag sensor warning,Kia Rio; Hyundai Palisade; Chevrolet Silverado,4066920.00
Subaru Impreza 2004,Subaru,Impreza,2004,Pickup,3.0L V6,Automatic,866,No,Diesel,9.4,217,10,5,60,Window regulator failure; Power steering leak; Suspension noise; Hybrid battery cell imbalance; AC compressor failure,Mercedes-Benz A-Class; Land Rover Range Rover Sport; Subaru Forester,360000.00
Kia Cerato 2004,Kia,Cerato,2004,Hatchback,Electric Dual Motor,Dual-Clutch (DCT),538,No,Petrol,,770,2,8,,Starter motor issues; Fuel injector clogging; Battery degradation; Coolant leak; Head gasket issue,Mazda CX-3; Ford F-150; Chevrolet Silverado,360000.00
Nissan GT-R 2017,Nissan,GT-R,2017,Convertible,1.4L I4,Automatic,676,No,Electric,15,748,8,5,75,Coolant leak; DPF clogging (diesel); Head gasket issue; Exhaust manifold crack; Starter motor issues,Volvo C40; Mazda CX-3; Ford EcoSport,2976120.00
Toyota Corolla Cross 2016,Toyota,Corolla Cross,2016,SUV,2.4L I4,CVT,532,Yes,Petrol,12.4,770,2,7,45,Exhaust manifold crack; Oil leak from valve cover; Power steering leak; Transmission jerking; Starter motor issues,Land Rover Evoque; Kia Rio; Ford Escape,1929600.00
Ford EcoSport 2018,Ford,EcoSport,2018,SUV,2.0L I4,Dual-Clutch (DCT),826,No,Petrol,10.3,753,6,7,70,Fuel injector clogging; Window regulator failure; Oil leak from valve cover; Head gasket issue; Suspension noise,Audi A8; Jaguar E-Pace; Jeep Renegade,2943360.00
Chevrolet Tahoe 2005,Chevrolet,Tahoe,2005,Pickup,1.4L I4,Automatic,780,No,Petrol,15.4,214,6,5,40,Brake pad wear prematurely; Airbag sensor warning; AC compressor failure; Oil leak from valve cover; Coolant leak,Jaguar XF; Mazda 6; Volkswagen Polo,360000.00
Hyundai Palisade 2022,Hyundai,Palisade,2022,Pickup,4.0L V8,Dual-Clutch (DCT),703,No,Petrol,13.2,785,10,2,45,Fuel injector clogging; Alternator failure; Hybrid battery cell imbalance; AC compressor failure; Head gasket issue,Honda Odyssey; Mazda CX-30; Chevrolet Tahoe,6516360.00
BMW i4 2023,BMW,i4,2023,Sedan,Electric Motor (single),6-Speed Automatic,304,No,Diesel,,544,6,7,,Turbocharger lag; Coolant leak; DPF clogging (diesel); Power steering leak; Fuel injector clogging,Volkswagen Golf; Ford Mustang; Ford Escape,12129840.00
Toyota Corolla Cross 2008,Toyota,Corolla Cross,2008,SUV,2.2L I4 Turbo,Automatic,460,No,Petrol,10.4,656,2,2,80,Turbocharger lag; Infotainment touchscreen lag; Airbag sensor warning; Battery degradation; Fuel injector clogging,Porsche Macan; Chevrolet Traverse; Kia Sorento,905400.00
Chevrolet Silverado 2006,Chevrolet,Silverado,2006,Sedan,2.4L I4,6-Speed Automatic,435,No,Petrol,10.4,622,8,2,75,Infotainment touchscreen lag; Hybrid battery cell imbalance; Fuel injector clogging; Transmission jerking; Coolant leak,Land Rover Defender; Volvo S90; Chevrolet Tahoe,882720.00
Ford Mustang 2017,Ford,Mustang,2017,Sedan,1.6L I4,CVT,814,No,Diesel,17.1,719,4,4,55,Head gasket issue; Window regulator failure; Transmission jerking; AC compressor failure; Starter motor issues,Chevrolet Traverse; Toyota Corolla Cross; Jaguar E-Pace,2885400.00
Tesla Model S 2008,Tesla,Model S,2008,Crossover,3.0L V6,Automatic,516,No,Petrol,17.7,621,6,4,55,Battery degradation; Window regulator failure; AC compressor failure; Coolant leak; Transmission jerking,Mercedes-Benz C-Class; Honda Insight; Chevrolet Malibu,900000.00
Mitsubishi Mirage 2010,Mitsubishi,Mirage,2010,Hatchback,1.5L I4,8-Speed Automatic,751,No,Petrol,9.8,535,6,7,40,Transmission jerking; Hybrid battery cell imbalance; Alternator failure; Oil leak from valve cover; Head gasket issue,Mercedes-Benz GLS; Audi A4; Ford Focus,1436040.00
Volkswagen Tiguan 2013,Volkswagen,Tiguan,2013,Hatchback,1.0L I3,Manual,465,No,Petrol,12.6,230,2,8,50,Brake pad wear prematurely; Starter motor issues; DPF clogging (diesel); Turbocharger lag; Battery degradation,Nissan Navara; Toyota Supra; Volkswagen Arteon,567720.00
Mitsubishi Mirage 2011,Mitsubishi,Mirage,2011,Convertible,1.0L I3,Dual-Clutch (DCT),622,No,Petrol,16.1,464,6,6,40,Transmission jerking; Suspension noise; Starter motor issues; Window regulator failure; DPF clogging (diesel),Hyundai Ioniq; Mazda CX-3; Toyota Yaris,849960.00
Nissan Altima 2010,Nissan,Altima,2010,Coupe,2.2L I4 Turbo,Manual,655,No,Diesel,17.8,516,8,4,60,Timing chain stretch; Battery degradation; Coolant leak; DPF clogging (diesel); Turbocharger lag,Jeep Compass; Jaguar I-Pace; Mercedes-Benz GLS,1514160.00
Mercedes-Benz S-Class 2024,Mercedes-Benz,S-Class,2024,SUV,1.5L I4,6-Speed Automatic,822,No,Electric,11.9,203,10,6,70,Hybrid battery cell imbalance; Battery degradation; Airbag sensor warning; Starter motor issues; Head gasket issue,Honda CR-V; Volvo S90; Jeep Compass,19888200.00
Mitsubishi Eclipse Cross 2016,Mitsubishi,Eclipse Cross,2016,MPV,2.4L I4,8-Speed Automatic,642,No,Petrol,9.6,261,4,5,40,Oil leak from valve cover; DPF clogging (diesel); Alternator failure; Head gasket issue; Transmission jerking,Mitsubishi ASX; Kia Rio; Chevrolet Traverse,2840400.00
Chevrolet Camaro 2010,Chevrolet,Camaro,2010,MPV,2.4L I4,Automatic,427,No,Petrol,15.4,587,10,4,45,Starter motor issues; Turbocharger lag; Infotainment touchscreen lag; DPF clogging (diesel); Fuel injector clogging,Subaru Outback; Mercedes-Benz S-Class; Volkswagen Tiguan,1848600.00
Porsche Cayman 2012,Porsche,Cayman,2012,Hatchback,2.4L I4,CVT,792,No,Petrol,14.1,400,10,7,45,Head gasket issue; Starter motor issues; Window regulator failure; Timing chain stretch; AC compressor failure,Land Rover Velar; Audi Q3; Kia Cerato,3210120.00
Audi Q5 2021,Audi,Q5,2021,Sports,2.5L I4,8-Speed Automatic,812,No,Petrol,13.2,800,8,7,40,Hybrid battery cell imbalance; Airbag sensor warning; Fuel injector clogging; AC compressor failure; Battery degradation,Nissan Leaf; Ford Explorer; Mercedes-Benz A-Class,10233360.00
Honda CR-V 2011,Honda,CR-V,2011,MPV,2.5L I4,Automatic,442,No,Petrol,16.6,321,8,2,60,Airbag sensor warning; Head gasket issue; DPF clogging (diesel); AC compressor failure; Timing chain stretch,Chevrolet Traverse; Nissan Altima; Porsche Cayenne,1669320.00
Subaru Impreza 2001,Subaru,Impreza,2001,Sedan,2.0L I4,Automatic,757,No,Petrol,13.5,250,2,2,60,Oil leak from valve cover; AC compressor failure; Brake pad wear prematurely; Transmission jerking; Power steering leak,Nissan Juke; Audi Q7; Nissan Maxima,1860120.00
Land Rover Evoque 2003,Land Rover,Evoque,2003,Sports,Electric Motor (single),6-Speed Automatic,323,No,Electric,,597,4,5,,Airbag sensor warning; Oil leak from valve cover; Head gasket issue; Fuel injector clogging; Alternator failure,Hyundai Tucson; Mitsubishi Lancer; Jaguar F-Pace,1562760.00
Kia Stinger 2000,Kia,Stinger,2000,Pickup,1.5L I4,Manual,890,No,Petrol,13.3,322,2,6,50,Coolant leak; Head gasket issue; Window regulator failure; Exhaust manifold crack; AC compressor failure,Chevrolet Malibu; Mitsubishi Lancer; Ford Focus,825120.00
Audi e-tron 2003,Audi,e-tron,2003,Convertible,5.0L V8,Manual,414,No,Petrol,15.8,681,4,4,55,Airbag sensor warning; Exhaust manifold crack; Hybrid battery cell imbalance; Fuel injector clogging; Power steering leak,Nissan GT-R; BMW X1; Mitsubishi Mirage,1179720.00
Kia Sorento 2001,Kia,Sorento,2001,Sports,Electric Motor (single),Dual-Clutch (DCT),354,No,Electric,,386,6,7,,AC compressor failure; Coolant leak; Battery degradation; Exhaust manifold crack; Window regulator failure,Toyota Corolla Cross; Toyota Prius; Mercedes-Benz GLE,983520.00
Volkswagen Arteon 2009,Volkswagen,Arteon,2009,Pickup,2.0L I4,Automatic,848,No,Petrol,17.7,324,8,7,40,Hybrid battery cell imbalance; Airbag sensor warning; Coolant leak; Battery degradation; Window regulator failure,Jeep Wrangler; Mitsubishi Outlander; Toyota Land Cruiser,579960.00
Nissan Rogue 2011,Nissan,Rogue,2011,Coupe,1.6L I4,Manual,428,No,Diesel,16.9,348,8,2,40,Power steering leak; AC compressor failure; Brake pad wear prematurely; Coolant leak; Battery degradation,Jaguar XJ; Volkswagen Touareg; Mercedes-Benz E-Class,360000.00
Hyundai Ioniq 2006,Hyundai,Ioniq,2006,Sports,1.5L I4,8-Speed Automatic,843,No,Petrol,13.4,499,10,2,55,AC compressor failure; Airbag sensor warning; Transmission jerking; Alternator failure; DPF clogging (diesel),Honda CR-V; Toyota Prius; Kia Seltos,1461240.00
Audi A3 2003,Audi,A3,2003,Convertible,3.5L V6,Manual,643,No,Diesel,15.1,597,6,6,55,Timing chain stretch; Infotainment touchscreen lag; Airbag sensor warning; Transmission jerking; Turbocharger lag,Toyota Corolla; Kia EV6; Toyota Hilux,360000.00
Nissan Juke 2015,Nissan,Juke,2015,SUV,5.0L V8,CVT,651,No,Diesel,15.9,325,6,6,55,Coolant leak; Infotainment touchscreen lag; Exhaust manifold crack; Alternator failure; Starter motor issues,Honda CR-V; Volvo V60; Porsche Cayman,2927520.00
Porsche Panamera 2018,Porsche,Panamera,2018,Hatchback,Electric Dual Motor,8-Speed Automatic,485,No,Petrol,,246,10,6,,Suspension noise; Timing chain stretch; Hybrid battery cell imbalance; AC compressor failure; Starter motor issues,Hyundai Kona; Land Rover Defender; Subaru BRZ,5344560.00
Volkswagen Tiguan 2024,Volkswagen,Tiguan,2024,SUV,Electric Motor (single),Dual-Clutch (DCT),483,Yes,Electric,,227,8,4,,Oil leak from valve cover; Head gasket issue; Window regulator failure; Alternator failure; Battery degradation,Volkswagen Arteon; Mitsubishi ASX; Jaguar I-Pace,9210240.00
Audi e-tron 2021,Audi,e-tron,2021,Hatchback,1.2L I4,Automatic,649,No,Electric,13.3,390,8,5,45,Transmission jerking; Head gasket issue; Infotainment touchscreen lag; Window regulator failure; Suspension noise,Ford Escape; Mercedes-Benz E-Class; Mercedes-Benz GLS,10980720.00
Kia Seltos 2024,Kia,Seltos,2024,Sports,4.0L V8,6-Speed Automatic,606,No,Diesel,9.9,728,6,2,75,DPF clogging (diesel); Airbag sensor warning; Fuel injector clogging; Starter motor issues; AC compressor failure,Mazda 6; BMW X5; Chevrolet Equinox,8243280.00
Land Rover Range Rover 2022,Land Rover,Range Rover,2022,Pickup,2.0L I4,CVT,772,No,Diesel,12.8,341,6,7,50,Brake pad wear prematurely; Head gasket issue; DPF clogging (diesel); Exhaust manifold crack; Power steering leak,Ford Ranger; Jeep Cherokee; Toyota Supra,11019600.00
Volkswagen Touareg 2016,Volkswagen,Touareg,2016,Pickup,4.0L V8,8-Speed Automatic,490,Yes,Petrol,11.7,440,6,2,65,AC compressor failure; Head gasket issue; Starter motor issues; Power steering leak; Brake pad wear prematurely,Land Rover Range Rover Sport; Honda Fit; Kia EV6,2651040.00
Jaguar F-Pace 2008,Jaguar,F-Pace,2008,Pickup,1.0L I3,CVT,749,No,Petrol,12.5,685,10,7,75,Power steering leak; Infotainment touchscreen lag; Battery degradation; Fuel injector clogging; Suspension noise,Honda CR-V; Toyota Supra; Audi Q7,1589040.00
Land Rover Range Rover Sport 2012,Land Rover,Range Rover Sport,2012,Pickup,1.6L I4,Dual-Clutch (DCT),492,Yes,Petrol,17.4,350,8,2,45,Turbocharger lag; Window regulator failure; Battery degradation; Power steering leak; DPF clogging (diesel),Nissan GT-R; Porsche 911; Nissan Maxima,3027600.00
Mazda 3 2001,Mazda,3,2001,Sports,2.5L I4,Automatic,590,No,Petrol,13.5,790,10,4,40,Battery degradation; Suspension noise; Alternator failure; DPF clogging (diesel); AC compressor failure,Mercedes-Benz G-Class; BMW 3 Series; Toyota Supra,360000.00
Mitsubishi Lancer 2003,Mitsubishi,Lancer,2003,Convertible,2.4L I4,Automatic,537,No,Petrol,12.2,225,2,6,75,AC compressor failure; Brake pad wear prematurely; Turbocharger lag; Hybrid battery cell imbalance; Exhaust manifold crack,Ford Mustang; Tesla Model X; Toyota RAV4,846000.00
Ford Ranger 2018,Ford,Ranger,2018,SUV,2.0L I4,Automatic,611,No,Petrol,17.2,585,10,4,45,Window regulator failure; Suspension noise; Fuel injector clogging; Airbag sensor warning; DPF clogging (diesel),Toyota Camry; Audi A6; Toyota Corolla Cross,3310200.00
Subaru Forester 2008,Subaru,Forester,2008,Coupe,1.2L I4,Automatic,715,No,Diesel,13.5,311,10,4,90,Timing chain stretch; Starter motor issues; Window regulator failure; Suspension noise; Power steering leak,Honda Pilot; Mercedes-Benz C-Class; Nissan GT-R,379080.00
Subaru WRX 2011,Subaru,WRX,2011,Convertible,1.2L I4,CVT,430,No,Petrol,12.2,604,6,4,75,Suspension noise; Coolant leak; Transmission jerking; Battery degradation; Brake pad wear prematurely,Porsche 911; Volkswagen Touareg; Mazda 3,1938960.00
Toyota Supra 2023,Toyota,Supra,2023,Sports,1.0L I3,8-Speed Automatic,622,No,Petrol,15.5,572,8,2,50,Oil leak from valve cover; Coolant leak; AC compressor failure; Alternator failure; Suspension noise,Ford Escape; Mercedes-Benz GLE; BMW 5 Series,7536960.00
Honda Pilot 2024,Honda,Pilot,2024,Sedan,2.5L I4,Automatic,543,No,Petrol,8.3,430,4,4,65,Brake pad wear prematurely; Timing chain stretch; Airbag sensor warning; Suspension noise; AC compressor failure,Volkswagen Golf; Subaru Outback; Honda Civic,7424640.00
Ford Explorer 2011,Ford,Explorer,2011,Sedan,3.0L V6,CVT,458,No,Petrol,17.9,490,6,8,40,Timing chain stretch; Hybrid battery cell imbalance; Head gasket issue; Transmission jerking; Brake pad wear prematurely,BMW X1; Volkswagen Golf; Mercedes-Benz S-Class,2044440.00
Hyundai Ioniq 2007,Hyundai,Ioniq,2007,Convertible,4.0L V8,Automatic,467,Yes,Petrol,11.5,751,4,2,50,Fuel injector clogging; Airbag sensor warning; Turbocharger lag; Suspension noise; Oil leak from valve cover,Tesla Model 3; Mazda MX-5; Kia Seltos,1072800.00
Jaguar E-Pace 2004,Jaguar,E-Pace,2004,SUV,1.2L I4,Manual,524,No,Petrol,8.8,670,6,7,65,Fuel injector clogging; Suspension noise; Turbocharger lag; AC compressor failure; Hybrid battery cell imbalance,Volkswagen Arteon; Honda Odyssey; BMW X5,430920.00
Jeep Cherokee 2025,Jeep,Cherokee,2025,SUV,1.5L I4,8-Speed Automatic,492,No,Petrol,10.3,693,6,4,70,Starter motor issues; DPF clogging (diesel); Fuel injector clogging; Power steering leak; Infotainment touchscreen lag,Porsche Taycan; Jeep Wrangler; Volkswagen Polo,8005680.00
Subaru Impreza 2022,Subaru,Impreza,2022,Convertible,1.0L I3,8-Speed Automatic,461,No,Diesel,8.3,784,10,4,80,Fuel injector clogging; Infotainment touchscreen lag; Starter motor issues; Airbag sensor warning; Oil leak from valve cover,Mercedes-Benz S-Class; Nissan Maxima; Ford Edge,5370480.00
Toyota Land Cruiser 2003,Toyota,Land Cruiser,2003,SUV,2.4L I4,Automatic,451,No,Petrol,10.4,250,10,6,75,Exhaust manifold crack; Window regulator failure; Starter motor issues; Fuel injector clogging; Airbag sensor warning,Chevrolet Silverado; Mazda 3; Volkswagen Passat,1355040.00
Chevrolet Camaro 2016,Chevrolet,Camaro,2016,MPV,2.2L I4 Turbo,6-Speed Automatic,721,No,Petrol,17.3,312,10,4,40,Transmission jerking; Coolant leak; Power steering leak; Exhaust manifold crack; Oil leak from valve cover,Porsche Cayman; Mazda CX-3; BMW X3,2636640.00
BMW X1 2024,BMW,X1,2024,Sports,1.8L I4,8-Speed Automatic,620,No,Petrol,14.2,258,4,5,75,Coolant leak; Transmission jerking; DPF clogging (diesel); Fuel injector clogging; Oil leak from valve cover,Tesla Model 3; Porsche Macan; Subaru Outback,14582520.00
